accuracy,loss,val_accuracy,val_loss
0.915149986743927,0.29238852858543396,0.9592000246047974,0.13967105746269226
0.9590499997138977,0.13949352502822876,0.9722999930381775,0.09764690697193146
0.9685666561126709,0.10451081395149231,0.9751999974250793,0.0811891183257103
0.973466694355011,0.08561573922634125,0.9763000011444092,0.07953152805566788
0.9775166511535645,0.07183060050010681,0.9804999828338623,0.06900017708539963
